year;competition_name;event_name;distance;time_limit;main_measurement_unit;second_measurement_unit;min_weight;max_weight;weights;deadlift;attempts;max_lifts;lifts_num;implements_num;implements
2011;WSM Final - group;Atlas Stones;;75.0;s;reps;120.0;180.0;[120.0, 180.0];;;5;;5.0;
2011;WSM Final - group;Loading Race;;75.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2011;WSM Final - group;Keg Toss;4.0;75.0;s;reps;18.0;25.0;[18.0, 25.0];;;8.0;;1;['']
2011;WSM Final - group;Squat Lift;;75.0;reps;;325.0;325.0;[325.0];;;;;;
2011;WSM Final - group;Truck Pull;20.0;75.0;m;;12000.0;12000.0;[12000.0];;;;;;
2011;WSM Final - group;Dumbbell Press;;90.0;s;reps;100.0;115.0;[100.0, 115.0];;;4.0;;4.0;
2011;WSM Final - group;Atlas Stones;;75.0;s;reps;120.0;180.0;[120.0, 180.0];;;5.0;;5.0;
2011;WSM Final - group;Loading Race;;75.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2011;WSM Final - group;Keg Toss;4.0;75.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2011;WSM Final - group;Car Walk;25.0;75.0;s;m;450.0;450.0;[450.0];;;;;;
2011;WSM Final - group;Deadlift;;75.0;reps;;360.0;360.0;[360.0];Car deadlift;;;;;
2011;WSM Final - group;Block Press;;90.0;s;reps;110.0;150.0;[110.0, 150.0];;;4.0;;4.0;
2011;WSM Final - group;Atlas Stones;;75.0;s;reps;120.0;180.0;[120.0, 180.0];;;5;;5.0;
2011;WSM Final - group;Loading Race;;75.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2011;WSM Final - group;Keg Toss;4.0;75.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2011;WSM Final - group;Squat Lift;;75.0;reps;;325.0;325.0;[325.0];;;;;;
2011;WSM Final - group;Truck Pull;20.0;75.0;s;m;12000.0;12000.0;[12000.0];;;;;;
2011;WSM Final - group;Block Press;;90.0;s;reps;110.0;150.0;[110.0, 150.0];;;4;;4.0;
2011;WSM Final - group;Atlas Stones;;75.0;s;reps;120.0;180.0;[120.0, 180.0];;;5;;5.0;
2011;WSM Final - group;Loading Race;;75.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2011;WSM Final - group;Keg Toss;4.0;75.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2011;WSM Final - group;Car Walk;25.0;75.0;s;m;450.0;450.0;[450.0];;;;;;
2011;WSM Final - group;Deadlift Hold;;;s;;370.0;370.0;[370.0];;;;;;
2011;WSM Final - group;Block Press;;90.0;s;reps;110.0;150.0;[110.0, 150.0];;;4;;4.0;
2011;WSM Final - group;Atlas Stones;;75.0;s;reps;120.0;180.0;[120.0, 180.0];;;5;;5.0;
2012;WSM Final - group;Loading Race;;75.0;s;;120.0;125.0;[120.0, 125.0];;;4;;2;['', '']
2012;WSM Final - group;Truck Pull;30.0;75.0;s;;8000.0;8000.0;[8000.0];;;;;;
2012;WSM Final - group;Dumbbell Press;;75.0;reps;;95.0;95.0;[95.0];;;;;;
2012;WSM Final - group;Deadlift;;75.0;reps;;354.0;354.0;[354.0];Car deadlift;;;;;
2012;WSM Final - group;Keg Toss;4.75;75.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2012;WSM Final - group;Atlas Stones;;75.0;s;reps;125.0;186.0;[125.0, 186.0];;;5;;5.0;
2012;WSM Final - group;Loading Race;;75.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2012;WSM Final - group;Truck Pull;30.0;75.0;s;;8000.0;8000.0;[8000.0];;;;;;
2012;WSM Final - group;Viking Press;;75.0;reps;;155.0;155.0;[155.0];;;;;;
2012;WSM Final - group;Super Yoke;25.0;75.0;s;m;455.0;455.0;[455.0];;;;;;
2012;WSM Final - group;Squat Lift;;75.0;reps;;318.0;318.0;[318.0];;;;;;
2012;WSM Final - group;Atlas Stones;;75.0;s;reps;125.0;186.0;[125.0, 186.0];;;5;;5.0;
2012;WSM Final - group;Loading Race;;75.0;s;;120.0;125.0;[120.0, 125.0];;;4;;2;['', '']
2012;WSM Final - group;Arm Over Arm Pull;20.0;75.0;s;;7000.0;7000.0;[7000.0];;;;;;
2012;WSM Final - group;Dumbbell Press;;75.0;reps;;95.0;95.0;[95.0];;;;;;
2012;WSM Final - group;Deadlift;;75.0;reps;;354.0;354.0;[354.0];Car deadlift;;;;;
2012;WSM Final - group;Keg Toss;4.75;75.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2012;WSM Final - group;Atlas Stones;;75.0;s;reps;125.0;186.0;[125.0, 186.0];;;5.0;;5.0;
2012;WSM Final - group;Loading Race;;75.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2012;WSM Final - group;Arm Over Arm Pull;20.0;75.0;s;m;7000.0;7000.0;[7000.0];;;;;;
2012;WSM Final - group;Viking Press;;75.0;reps;;155.0;155.0;[155.0];;;;;;
2012;WSM Final - group;Squat Lift;;75.0;reps;;318.0;318.0;[318.0];;;;;;
2012;WSM Final - group;Keg Toss;4.75;75.0;s;reps;18.0;25.0;[18.0, 25.0];;;8.0;;1;['']
2012;WSM Final - group;Atlas Stones;;75.0;s;reps;125.0;186.0;[125.0, 186.0];;;5;;5.0;
2012;WSM Final - group;Loading Race;;75.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2012;WSM Final - group;Truck Pull;30.0;75.0;s;;8000.0;8000.0;[8000.0];;;;;;
2012;WSM Final - group;Viking Press;;75.0;reps;;155.0;155.0;[155.0];;;;;;
2012;WSM Final - group;Super Yoke;25.0;75.0;s;m;455.0;455.0;[455.0];;;;;;
2012;WSM Final - group;Deadlift;;75.0;reps;;354.0;354.0;[354.0];Car deadlift;;;;;
2012;WSM Final - group;Atlas Stones;;75.0;s;reps;125.0;186.0;[125.0, 186.0];;;5;;5.0;
2013;WSM Final - group;Loading Race;;75.0;s;reps;120.0;125.0;[120.0, 125.0];;;4;;2;['', '']
2013;WSM Final - group;Viking Press;;60.0;reps;;150.0;150.0;[150.0];;;;;;
2013;WSM Final - group;Squat Lift;;60.0;reps;;325.0;325.0;[325.0];;;;;;
2013;WSM Final - group;Fingal's Fingers;;75.0;s;reps;200.0;320.0;[200.0, 320.0];;;5;;5.0;
2013;WSM Final - group;Truck Pull;25.0;75.0;m;;12000.0;12000.0;[12000.0];;;;;;
2013;WSM Final - group;Atlas Stones;;75.0;s;reps;130.0;186.0;[130.0, 186.0];;;5;;5.0;
2013;WSM Final - group;Super Yoke;30.0;60.0;s;m;450.0;450.0;[450.0];;;;;;
2013;WSM Final - group;Deadlift Hold;;;s;;360.0;360.0;[360.0];;;;;;
2013;WSM Final - group;Axle Press;;60.0;reps;;162.0;162.0;[162.0];;;;;;
2013;WSM Final - group;Truck Pull;25.0;75.0;s;;12000.0;12000.0;[12000.0];;;;;;
2013;WSM Final - group;Keg Toss;4.8;75.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2013;WSM Final - group;Atlas Stones;;75.0;s;reps;130.0;186.0;[130.0, 186.0];;;5;;5.0;
2013;WSM Final - group;Loading Race;;75.0;s;reps;120.0;125.0;[120.0, 125.0];;;4;;2;['', '']
2013;WSM Final - group;Deadlift;;60.0;reps;;360.0;360.0;[360.0];Car deadlift;;;;;
2013;WSM Final - group;Axle Press;;60.0;reps;;162.0;162.0;[162.0];;;;;;
2013;WSM Final - group;Fingal's Fingers;;75.0;s;reps;200.0;320.0;[200.0, 320.0];;;5;;5.0;
2013;WSM Final - group;Keg Toss;4.8;75.0;s;reps;18.0;25.0;[18.0, 25.0];;;8;;1;['']
2013;WSM Final - group;Atlas Stones;;75.0;s;reps;130.0;186.0;[130.0, 186.0];;;5;;5.0;
2013;WSM Final - group;Loading Race;;75.0;s;reps;120.0;125.0;[120.0, 125.0];;;4;;2;['', '']
2013;WSM Final - group;Deadlift;;60.0;reps;;360.0;360.0;[360.0];Car deadlift;;;;;
2013;WSM Final - group;Viking Press;;60.0;reps;;150.0;150.0;[150.0];;;;;;
2013;WSM Final - group;Fingal's Fingers;;75.0;s;reps;200.0;320.0;[200.0, 320.0];;;5;;5.0;
2013;WSM Final - group;Truck Pull;25.0;75.0;s;m;12000.0;12000.0;[12000.0];;;;;;
2013;WSM Final - group;Atlas Stones;;75.0;s;reps;130.0;186.0;[130.0, 186.0];;;5.0;;5.0;
2013;WSM Final - group;Super Yoke;30.0;60.0;s;m;450.0;450.0;[450.0];;;;;;
2013;WSM Final - group;Viking Press;;60.0;reps;;150.0;150.0;[150.0];;;;;;
2013;WSM Final - group;Squat Lift;;60.0;reps;;325.0;325.0;[325.0];;;;;;
2013;WSM Final - group;Fingal's Fingers;;75.0;s;reps;200.0;320.0;[200.0, 320.0];;;5.0;;5.0;
2013;WSM Final - group;Keg Toss;4.8;75.0;s;reps;18.0;25.0;[18.0, 25.0];;;8.0;;1;['']
2013;WSM Final - group;Atlas Stones;;75.0;s;reps;130.0;186.0;[130.0, 186.0];;;5;;5.0;
2014;WSM Final - group;Loading Race;;60.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2014;WSM Final - group;Truck Pull;30.0;60.0;s;m;12000.0;12000.0;[12000.0];;;;;;
2014;WSM Final - group;Squat Lift;;60.0;s;reps;280.0;370.0;[280.0, 370.0];;;7.0;;1;['']
2014;WSM Final - group;Super Yoke;25.0;60.0;s;m;455.0;455.0;[455.0];;;;;;
2014;WSM Final - group;Log Lift;;60.0;reps;;150.0;150.0;[150.0];;;;;;
2014;WSM Final - group;Atlas Stones;;60.0;s;reps;130.0;186.0;[130.0, 186.0];;;5.0;;5.0;
2014;WSM Final - group;Loading Race;;60.0;s;;120.0;125.0;[120.0, 125.0];;;4;;2;['', '']
2014;WSM Final - group;Fingal's Fingers;;60.0;s;reps;200.0;320.0;[200.0, 320.0];;;5;;5.0;
2014;WSM Final - group;Deadlift;;60.0;s;reps;280.0;370.0;[280.0, 370.0];;;7.0;;1;['']
2014;WSM Final - group;Car Walk;25.0;60.0;s;m;455.0;455.0;[455.0];;;;;;
2014;WSM Final - group;Viking Press;;60.0;reps;;160.0;160.0;[160.0];;;;;;
2014;WSM Final - group;Atlas Stones;;60.0;s;reps;130.0;186.0;[130.0, 186.0];;;5;;5.0;
2014;WSM Final - group;Loading Race;;60.0;s;;120.0;125.0;[120.0, 125.0];;;4;;2;['', '']
2014;WSM Final - group;Truck Pull;30.0;60.0;s;m;12000.0;12000.0;[12000.0];;;;;;
2014;WSM Final - group;Squat Lift;;60.0;s;reps;280.0;370.0;[280.0, 370.0];;;7;;1;['']
2014;WSM Final - group;Super Yoke;25.0;60.0;s;;455.0;455.0;[455.0];;;;;;
2014;WSM Final - group;Log Lift;;60.0;reps;;150.0;150.0;[150.0];;;;;;
2014;WSM Final - group;Atlas Stones;;60.0;s;reps;130.0;186.0;[130.0, 186.0];;;5;;5.0;
2014;WSM Final - group;Loading Race;;60.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2014;WSM Final - group;Truck Pull;30.0;60.0;s;;12000.0;12000.0;[12000.0];;;;;;
2014;WSM Final - group;Deadlift;;60.0;s;reps;280.0;370.0;[280.0, 370.0];;;7.0;;1;['']
2014;WSM Final - group;Super Yoke;25.0;60.0;s;m;455.0;455.0;[455.0];;;;;;
2014;WSM Final - group;Viking Press;;60.0;reps;;160.0;160.0;[160.0];;;;;;
2014;WSM Final - group;Atlas Stones;;60.0;s;reps;130.0;186.0;[130.0, 186.0];;;5.0;;5.0;
2014;WSM Final - group;Loading Race;;60.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2014;WSM Final - group;Fingal's Fingers;;60.0;s;reps;200.0;320.0;[200.0, 320.0];;;5.0;;5.0;
2014;WSM Final - group;Deadlift;;60.0;s;reps;280.0;370.0;[280.0, 370.0];;;7.0;;1;['']
2014;WSM Final - group;Car Walk;25.0;60.0;s;m;455.0;455.0;[455.0];;;;;;
2014;WSM Final - group;Log Lift;;60.0;reps;;150.0;150.0;[150.0];;;;;;
2014;WSM Final - group;Atlas Stones;;60.0;s;;130.0;186.0;[130.0, 186.0];;;5.0;;5.0;
2015;WSM Final - group;Loading Race;;60.0;s;reps;111.0;125.0;[125.0, 111.0];;;3;;2;['', 'each']
2015;WSM Final - group;Deadlift;;60.0;reps;;370.0;370.0;[370.0];Car deadlift;;;;;
2015;WSM Final - group;Circus Barbell;;60.0;reps;;161.0;161.0;[161.0];;;;;;
2015;WSM Final - group;Kettlebell Toss;4.7;60.0;s;reps;23.0;30.0;[23.0, 30.0];;;7;;1;['']
2015;WSM Final - group;Bus Pull;25.0;60.0;s;m;17500.0;17500.0;[17500.0];;;;;;
2015;WSM Final - group;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5.0;;5.0;
2015;WSM Final - group;Loading Race;;60.0;s;reps;125.0;160.0;[125.0, 160.0];;;3;;2;['', 'each']
2015;WSM Final - group;Norse Hammers;;60.0;s;reps;161.0;172.0;[161.0, 172.0];;;3;;3.0;
2015;WSM Final - group;Squat Lift;;60.0;reps;;320.0;320.0;[320.0];;;;;;
2015;WSM Final - group;Basque Circle;;;m;;279.0;279.0;[279.0];;;;;;
2015;WSM Final - group;Dumbbell Press;;60.0;reps;;100.0;100.0;[100.0];;;;;;
2015;WSM Final - group;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5.0;;5.0;
2015;WSM Final - group;Loading Race;;60.0;s;reps;125.0;160.0;[125.0, 160.0];;;3;;2;['', 'each']
2015;WSM Final - group;Norse Hammers;;60.0;s;reps;161.0;172.0;[161.0, 172.0];;;3.0;;3.0;
2015;WSM Final - group;Squat Lift;;60.0;reps;;320.0;320.0;[320.0];;;;;;
2015;WSM Final - group;Dumbbell Press;;60.0;reps;;100.0;100.0;[100.0];;;;;;
2015;WSM Final - group;Bus Pull;25.0;60.0;s;m;17500.0;17500.0;[17500.0];;;;;;
2015;WSM Final - group;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5.0;;5.0;
2015;WSM Final - group;Loading Race;;60.0;s;reps;111.0;125.0;[125.0, 111.0];;;3;;2;['', 'each']
2015;WSM Final - group;Deadlift;;60.0;reps;;370.0;370.0;[370.0];Car deadlift;;;;;
2015;WSM Final - group;Circus Barbell;;60.0;reps;;161.0;161.0;[161.0];;;;;;
2015;WSM Final - group;Kettlebell Toss;4.7;60.0;s;reps;23.0;30.0;[23.0, 30.0];;;7.0;;1;['']
2015;WSM Final - group;Basque Circle;;;m;;279.0;279.0;[279.0];;;;;;
2015;WSM Final - group;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5.0;;5.0;
2015;WSM Final - group;Loading Race;;60.0;s;reps;125.0;160.0;[125.0, 160.0];;;3;;2;['', 'each']
2015;WSM Final - group;Deadlift;;60.0;reps;;370.0;370.0;[370.0];Car deadlift;;;;;
2015;WSM Final - group;Circus Barbell;;60.0;reps;;161.0;161.0;[161.0];;;;;;
2015;WSM Final - group;Kettlebell Toss;4.7;60.0;s;reps;23.0;30.0;[23.0, 30.0];;;7.0;;1;['']
2015;WSM Final - group;Bus Pull;25.0;60.0;s;m;17500.0;17500.0;[17500.0];;;;;;
2015;WSM Final - group;Atlas Stones;;60.0;s;reps;150.0;210.0;[150.0, 210.0];;;5.0;;5.0;
2016;WSM Final - group;Loading Race;14.0;75.0;s;reps;130.0;130.0;[130.0];;;9.0;;3.0;
2016;WSM Final - group;Hercules Hold;;;s;;180.0;180.0;[180.0];;;;;;
2016;WSM Final - group;Fingal's Fingers;;60.0;s;reps;145.0;175.0;[145.0, 175.0];;;5.0;;5.0;
2016;WSM Final - group;Squat Lift;;60.0;reps;;325.0;325.0;[325.0];;;;;;
2016;WSM Final - group;Dumbbell Press;;75.0;reps;;100.0;100.0;[100.0];;;;;;
2016;WSM Final - group;Atlas Stones;;60.0;s;reps;138.0;200.0;[138.0, 200.0];;;5;;5.0;
2016;WSM Final - group;Loading Race;12.0;75.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2016;WSM Final - group;Truck Pull;25.0;60.0;s;m;18000.0;18000.0;[18000.0];;;;;;
2016;WSM Final - group;Keg Toss;;;m;;15.0;15.0;[15.0];;3.0;0;;0;[]
2016;WSM Final - group;Deadlift;;60.0;reps;;363.0;363.0;[363.0];Car deadlift;;;;;
2016;WSM Final - group;Viking Press;;60.0;reps;;154.0;154.0;[154.0];;;;;;
2016;WSM Final - group;Atlas Stones;;60.0;s;reps;138.0;200.0;[138.0, 200.0];;;5.0;;5.0;
2016;WSM Final - group;Loading Race;14.0;75.0;s;reps;130.0;130.0;[130.0];;;9.0;;3.0;
2016;WSM Final - group;Fingal's Fingers;;60.0;s;reps;145.0;175.0;[145.0, 175.0];;;5;;5.0;
2016;WSM Final - group;Keg Toss;;;m;;15.0;15.0;[15.0];;3.0;0;;0;[]
2016;WSM Final - group;Deadlift;;60.0;reps;;363.0;363.0;[363.0];Car deadlift;;;;;
2016;WSM Final - group;Dumbbell Press;;60.0;reps;;100.0;100.0;[100.0];;;;;;
2016;WSM Final - group;Atlas Stones;;60.0;s;reps;138.0;200.0;[138.0, 200.0];;;5;;5.0;
2016;WSM Final - group;Loading Race;14.0;75.0;s;reps;130.0;130.0;[130.0];;;9.0;;3.0;
2016;WSM Final - group;Hercules Hold;;;s;;180.0;180.0;[180.0];;;;;;
2016;WSM Final - group;Truck Pull;25.0;60.0;s;;18000.0;18000.0;[18000.0];;;;;;
2016;WSM Final - group;Squat Lift;;60.0;reps;;325.0;325.0;[325.0];;;;;;
2016;WSM Final - group;Dumbbell Press;;60.0;reps;;100.0;100.0;[100.0];;;;;;
2016;WSM Final - group;Atlas Stones;;60.0;s;reps;138.0;200.0;[138.0, 200.0];;;5.0;;5.0;
2016;WSM Final - group;Loading Race;12.0;75.0;s;reps;125.0;125.0;[125.0];;;16.0;;4.0;
2016;WSM Final - group;Truck Pull;25.0;60.0;s;m;18000.0;18000.0;[18000.0];;;;;;
2016;WSM Final - group;Keg Toss;;;m;;15.0;15.0;[15.0];;3.0;0;;0;[]
2016;WSM Final - group;Deadlift;;60.0;reps;;363.0;363.0;[363.0];Car deadlift;;;;;
2016;WSM Final - group;Viking Press;;60.0;reps;;154.0;154.0;[154.0];;;;;;
2016;WSM Final - group;Atlas Stones;;60.0;s;reps;138.0;200.0;[138.0, 200.0];;;5.0;;5.0;
2017;WSM Final - group;Load & Drag;12.0;75.0;m;;110.0;350.0;[110.0, 350.0];;;9.0;;2;['sacks', 'cart']
2017;WSM Final - group;Log Lift;;75.0;reps;;158.0;158.0;[158.0];;;;;;
2017;WSM Final - group;Fingal's Fingers;;60.0;s;reps;145.0;170.0;[145.0, 170.0];;;5;;5.0;
2017;WSM Final - group;Deadlift;;60.0;reps;;350.0;350.0;[350.0];;;;;;
2017;WSM Final - group;Bullion Toss;4.75;60.0;s;reps;17.5;25.0;[17.5, 25.0];;;8;;1;['']
2017;WSM Final - group;Last Man Standing;;15.0;;reps;160.0;160.0;[160.0];;;;;;
2017;WSM Final - group;Load & Drag;10.0;75.0;s;m;110.0;310.0;[110.0, 310.0];;;9.0;;2;['sacks', 'cart']
2017;WSM Final - group;Squat Lift;;60.0;reps;;320.0;320.0;[320.0];;;;;;
2017;WSM Final - group;Bus Pull;25.0;60.0;s;m;15000.0;15000.0;[15000.0];;;;;;
2017;WSM Final - group;Axle Press;;75.0;reps;;162.0;162.0;[162.0];;;;;;
2017;WSM Final - group;Bullion Toss;4.75;60.0;s;reps;17.5;25.0;[17.5, 25.0];;;8.0;;1;['']
2017;WSM Final - group;Last Man Standing;;10.0;;reps;160.0;160.0;[160.0];;;;;;
2017;WSM Final - group;Load & Drag;10.0;;m;;110.0;350.0;[110.0, 350.0];;;9.0;;2;['sacks', 'cart']
2017;WSM Final - group;Log Lift;;75.0;reps;;158.0;158.0;[158.0];;;;;;
2017;WSM Final - group;Bus Pull;25.0;60.0;s;m;15000.0;15000.0;[15000.0];;;;;;
2017;WSM Final - group;Deadlift;;60.0;reps;;350.0;350.0;[350.0];;;;;;
2017;WSM Final - group;Elephant Carry;;;m;;200.0;200.0;[200.0];;;;;;
2017;WSM Final - group;Last Man Standing;;10.0;;reps;160.0;160.0;[160.0];;;;;;
2017;WSM Final - group;Load & Drag;10.0;75.0;m;;110.0;310.0;[110.0, 310.0];;;9.0;;2;['sacks', 'cart']
2017;WSM Final - group;Log Lift;;75.0;reps;;158.0;158.0;[158.0];;;;;;
2017;WSM Final - group;Bus Pull;25.0;60.0;s;m;15000.0;15000.0;[15000.0];;;;;;
2017;WSM Final - group;Deadlift;;60.0;reps;;350.0;350.0;[350.0];;;;;;
2017;WSM Final - group;Bullion Toss;4.75;60.0;s;reps;17.5;25.0;[17.5, 25.0];;;8.0;;1;['']
2017;WSM Final - group;Last Man Standing;;15.0;;reps;160.0;160.0;[160.0];;;;;;
2017;WSM Final - group;Load & Drag;10.0;75.0;s;m;110.0;310.0;[110.0, 310.0];;;9.0;;2;['sacks', 'cart']
2017;WSM Final - group;Squat Lift;;60.0;reps;;320.0;320.0;[320.0];;;;;;
2017;WSM Final - group;Fingal's Fingers;;60.0;s;reps;145.0;170.0;[145.0, 170.0];;;5.0;;5.0;
2017;WSM Final - group;Axle Press;;75.0;reps;;162.0;162.0;[162.0];;;;;;
2017;WSM Final - group;Elephant Carry;;;m;;200.0;200.0;[200.0];;;;;;
2017;WSM Final - group;Last Man Standing;;15.0;;reps;160.0;160.0;[160.0];;;;;;
2018;WSM Final - group;Load & Carry;12.0;75.0;s;reps;150.0;150.0;[150.0, 150.0];;;9.0;;2;"['sacks', ""farmer's walk""]"
2018;WSM Final - group;Circle of Strength;;;;;300.0;300.0;[300.0];;;;;;
2018;WSM Final - group;Squat Lift;;;s;;270.0;360.0;[270.0, 360.0];;;7;;1;['']
2018;WSM Final - group;Arm Over Arm Pull;25.0;60.0;m;;6850.0;6850.0;[6850.0];;;;;;
2018;WSM Final - group;Log Lift;;60.0;reps;;160.0;160.0;[160.0];;;;;;
2018;WSM Final - group;Atlas Stones;;60.0;;s;150.0;200.0;[150.0, 200.0];;;5.0;;5.0;
2018;WSM Final - group;Load & Carry;12.0;75.0;s;m;150.0;150.0;[150.0, 150.0];;;9.0;;2;"['sacks', ""farmer's walk""]"
2018;WSM Final - group;Kettlebell Toss;4.75;60.0;s;reps;21.0;30.0;[21.0, 30.0];;;8;;1;['']
2018;WSM Final - group;Deadlift;;60.0;reps;;290.0;380.0;[290.0, 380.0];;;7.0;;1;['']
2018;WSM Final - group;Arm Over Arm Pull;25.0;60.0;s;m;6850.0;6850.0;[6850.0];;;;;;
2018;WSM Final - group;Dumbbell Press;;60.0;s;reps;90.0;120.0;[90.0, 120.0];;;4.0;;4.0;
2018;WSM Final - group;Atlas Stones;;60.0;;s;150.0;200.0;[150.0, 200.0];;;5.0;;5.0;
2018;WSM Final - group;Load & Carry;12.0;75.0;s;m;150.0;150.0;[150.0, 150.0];;;9.0;;2;"['sacks', ""farmer's walk""]"
2018;WSM Final - group;Kettlebell Toss;4.75;60.0;s;reps;21.0;30.0;[21.0, 30.0];;;8.0;;1;['']
2018;WSM Final - group;Squat Lift;;;s;reps;270.0;360.0;[270.0, 360.0];;;7;;1;['']
2018;WSM Final - group;Bus Pull;30.0;60.0;s;m;13000.0;13000.0;[13000.0];;;;;;
2018;WSM Final - group;Log Lift;;60.0;reps;;160.0;160.0;[160.0];;;;;;
2018;WSM Final - group;Atlas Stones;;60.0;;s;150.0;200.0;[150.0, 200.0];;;5.0;;5.0;
2018;WSM Final - group;Load & Carry;12.0;75.0;s;reps;150.0;150.0;[150.0, 150.0];;;9.0;;2;"['sacks', ""farmer's walk""]"
2018;WSM Final - group;Circle of Strength;;;;;300.0;300.0;[300.0];;;;;;
2018;WSM Final - group;Deadlift;;60.0;reps;;290.0;380.0;[290.0, 380.0];;;7.0;;1;['']
2018;WSM Final - group;Arm Over Arm Pull;25.0;60.0;s;m;6850.0;6850.0;[6850.0];;;;;;
2018;WSM Final - group;Dumbbell Press;;60.0;s;reps;90.0;120.0;[90.0, 120.0];;;4.0;;4.0;
2018;WSM Final - group;Atlas Stones;;60.0;;s;150.0;200.0;[150.0, 200.0];;;5.0;;5.0;
2018;WSM Final - group;Load & Carry;12.0;75.0;s;reps;150.0;150.0;[150.0, 150.0];;;9.0;;2;"['sacks', ""farmer's walk""]"
2018;WSM Final - group;Kettlebell Toss;4.75;60.0;s;reps;21.0;30.0;[21.0, 30.0];;;8.0;;1;['']
2018;WSM Final - group;Deadlift;;60.0;reps;;290.0;380.0;[290.0, 380.0];;;7.0;;1;['']
2018;WSM Final - group;Bus Pull;30.0;60.0;s;;13000.0;13000.0;[13000.0];;;;;;
2018;WSM Final - group;Dumbbell Press;;60.0;s;reps;90.0;120.0;[90.0, 120.0];;;4;;4.0;
2018;WSM Final - group;Atlas Stones;;60.0;;s;150.0;200.0;[150.0, 200.0];;;5.0;;5.0;
2019;WSM Final - group;Truck Pull;22.0;75.0;s;m;12000.0;12000.0;[12000.0];;;;;;
2019;WSM Final - group;Giant's Medley;21.0;75.0;s;m;150.0;600.0;[150.0, 450.0, 600.0];;;3.0;;3;"[""farmer's walk"", 'yoke', 'yoke']"
2019;WSM Final - group;Deadlift;;60.0;reps;;375.0;375.0;[375.0];Car deadlift;;;;;
2019;WSM Final - group;Log Lift;;75.0;s;reps;155.0;155.0;[155.0];;;9;;;
2019;WSM Final - group;Last Man Standing;;20.0;;reps;180.0;180.0;[180.0];;;;;;
2019;WSM Final - group;Truck Pull;22.0;75.0;s;m;12000.0;12000.0;[12000.0];;;;;;
2019;WSM Final - group;Giant's Medley;21.0;75.0;s;reps;150.0;600.0;[150.0, 450.0, 600.0];;;3;;3;"[""farmer's walk"", 'yoke', 'yoke']"
2019;WSM Final - group;Deadlift;;60.0;reps;;375.0;375.0;[375.0];Car deadlift;;;;;
2019;WSM Final - group;Log Lift;;75.0;s;reps;155.0;155.0;[155.0];;;6;;;
2019;WSM Final - group;Last Man Standing;;20.0;;reps;180.0;180.0;[180.0];;;;;;
2019;WSM Final - group;Truck Pull;22.0;75.0;s;m;12000.0;12000.0;[12000.0];;;;;;
2019;WSM Final - group;Giant's Medley;21.0;75.0;s;;150.0;600.0;[150.0, 450.0, 600.0];;;3;;3;"[""farmer's walk"", 'yoke', 'yoke']"
2019;WSM Final - group;Deadlift;;60.0;reps;;375.0;375.0;[375.0];Car deadlift;;;;;
2019;WSM Final - group;Log Lift;;75.0;s;reps;155.0;155.0;[155.0];;;6;;;
2019;WSM Final - group;Last Man Standing;;20.0;;reps;180.0;180.0;[180.0];;;;;;
2019;WSM Final - group;Truck Pull;22.0;75.0;s;m;12000.0;12000.0;[12000.0];;;;;;
2019;WSM Final - group;Giant's Medley;21.0;75.0;s;m;150.0;600.0;[150.0, 450.0, 600.0];;;3;;3;"[""farmer's walk"", 'yoke', 'yoke']"
2019;WSM Final - group;Deadlift;;60.0;reps;;375.0;375.0;[375.0];Car deadlift;;;;;
2019;WSM Final - group;Dumbbell Press;;75.0;s;reps;100.0;100.0;[100.0];;;5;;;
2019;WSM Final - group;Last Man Standing;;20.0;;reps;180.0;180.0;[180.0];;;;;;
2019;WSM Final - group;Truck Pull;22.0;75.0;s;m;12000.0;12000.0;[12000.0];;;;;;
2019;WSM Final - group;Giant's Medley;21.0;75.0;s;m;150.0;600.0;[150.0, 450.0, 600.0];;;3;;3;"[""farmer's walk"", 'yoke', 'yoke']"
2019;WSM Final - group;Deadlift;;60.0;reps;;375.0;375.0;[375.0];Car deadlift;;;;;
